time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
31.2,10.19999981,72,22.42798424,19.87943459,-79.78228191,40.45923369,289.1894159,0.009858101,-0.019231495,-0.545728028,0.837683678,-0.161398629,9.6045846,-0.142343787,0.152167141,0.070378341,-0.087792769,-0.700316706,0.114656837,-10.07012274
31.3,10,86,22.47556305,17.37462616,-79.78226109,40.45924074,289.2207212,0.005510868,-0.013456834,-0.546126723,0.83757633,-0.098748818,9.355467701,-0.093940617,0.040379569,-0.150280789,-0.302098811,-1.122045381,0.242302495,-9.963459005
31.5,9.800000191,80,22.42422867,16.76233864,-79.78224091,40.45924732,289.2589216,0.003890561,-0.017012794,-0.547807276,0.836422622,-0.128833676,9.111002603,-0.029404543,-0.134367958,0.021284878,0.155367881,-0.862670058,0.224101849,-10.04148074
31.7,9.600000381,80,22.47430992,17.66884232,-79.7822312,40.4592507,289.2789431,0.001417731,-0.017882992,-0.548276305,0.83610487,-0.157287051,8.996803559,-0.02437235,-0.118913665,-0.193486646,0.101586506,-0.974060905,0.150691025,-9.807096857
31.8,9.5,79,22.43299294,16.77824211,-79.78221184,40.45925706,289.3181238,-0.019151632,-0.00816253,-0.546298325,0.837331951,-0.134908003,8.796373649,0.189933882,-0.048856374,-0.225877628,0.146690056,-0.713508829,0.054370408,-9.852720927
31.9,9.300000191,79,22.45052147,17.8835392,-79.78220245,40.45926034,289.3377333,-0.03276442,-0.001587879,-0.545340121,0.837572753,-0.126253438,8.717620287,0.38817939,-0.073234692,-0.435553581,0.23764725,-0.805867062,0.088626229,-9.592360786
32.1,9.100000381,71,22.58949852,15.25150204,-79.78218374,40.45926646,289.3531427,-0.055203356,0.006443156,-0.542573333,0.838167846,-0.081604614,8.580350762,0.719280842,-0.102607876,-0.25323683,-0.032439325,-1.125385676,0.038991408,-8.864636791
32.2,9,70,22.43173981,17.12016869,-79.78217454,40.4592697,289.3502264,-0.060723979,0.006949893,-0.542124093,0.838072717,-0.084933188,8.546062507,0.782055026,0.024071105,-0.061955404,-0.200864896,-1.223087168,0.240515897,-8.810942979
32.4,8.899999619,70,22.43800163,17.50185394,-79.78216516,40.45927268,289.3738851,-0.062346417,0.00730479,-0.54172647,0.838207662,-0.07290731,8.522646443,0.837127226,0.00039237,0.040932707,-0.069796078,-0.832112362,0.374233058,-9.057827627
32.6,8.600000381,62,22.36913872,19.07630539,-79.78214677,40.45927902,289.3635969,-0.062786087,0.012106014,-0.542643726,0.837525725,-0.123117465,8.515012134,0.800648135,0.103388108,0.035866447,-0.032536335,-1.104460903,0.1520097,-9.340629966
32.7,8.600000381,60,22.38791847,18.28907967,-79.78213765,40.4592823,289.3443289,-0.066266455,0.018110236,-0.542921603,0.836968958,-0.167791778,8.517055597,0.809063583,0.12679179,-0.028526437,-0.00706595,-1.104123519,0.129643086,-9.449529095
32.8,8.5,60,22.36287689,18.79004097,-79.7821193,40.45928867,289.3379431,-0.073180191,0.027113803,-0.543961406,0.835473299,-0.217120666,8.537580356,1.047863589,0.114336699,0.069570914,-0.190693259,-1.085238182,0.291690728,-9.698997627
33,8.399999619,60,22.30904007,20.92906952,-79.78211012,40.45929203,289.3178701,-0.076051831,0.031154664,-0.543526649,0.835358799,-0.251952087,8.584635171,1.114614192,0.044352319,-0.108707048,-0.113801189,-0.989235306,0.042402089,-9.627301408
33.1,8.300000191,56,22.30278015,20.24521637,-79.78209161,40.45929842,289.3184996,-0.088565461,0.038863428,-0.543403447,0.833881557,-0.244153795,8.670379385,1.315753288,-0.054559745,-0.014708444,-0.035880983,-0.790333495,0.094606688,-9.385759946
33.31,8.199999809,52,22.19510269,23.17146873,-79.78208227,40.45930186,289.2938814,-0.091260299,0.042287,-0.544811547,0.83250463,-0.293072699,8.715589833,1.431806111,-0.022929287,0.044536546,-0.067089319,-0.853740702,0.085577546,-9.517969585
33.4,8,53,22.26021004,19.927145,-79.78206347,40.45930832,289.2890806,-0.085068941,0.051134825,-0.547718406,0.830754519,-0.35577935,8.79178958,1.555356548,0.117639802,-0.038498204,0.120349824,-1.476232795,-0.137972664,-9.722378304
33.6,8,54,22.17256546,21.46183777,-79.78204455,40.45931529,289.2755022,-0.082511306,0.058080066,-0.549851,0.82914573,-0.451938394,8.910026469,1.653521805,0.022665856,-0.046301674,0.05242791,-0.898525769,0.038563685,-10.10044523
33.8,8.100000381,52,22.19385147,22.76592827,-79.78203489,40.45931887,289.2616358,-0.085694663,0.061150059,-0.549405515,0.828897238,-0.46591759,8.973399763,1.693460461,0.005714219,-0.182466999,0.039602667,-1.16226867,-0.016408667,-9.814999369
33.9,8.199999809,50,22.21388435,21.50159645,-79.78201557,40.45932578,289.217824,-0.095327929,0.068487272,-0.546642244,0.829098463,-0.421191058,9.035267786,1.930349733,0.024817165,0.086797364,-0.201047048,-1.464857914,0.124612973,-9.916020545
34.1,8.399999619,50,22.01480675,24.41194534,-79.78200578,40.45932939,289.1870832,-0.102377951,0.07018856,-0.544427276,0.829572916,-0.40640105,9.089526943,2.042632059,-0.109164529,-0.075049162,0.079361394,-1.708265222,-0.025329243,-9.829979936
34.2,8.5,49,22.06864548,24.03026009,-79.78199581,40.45933304,289.1761331,-0.107087381,0.070886381,-0.542261243,0.830337465,-0.353640771,9.149071484,2.238213613,-0.017039699,0.04311379,-0.028267246,-1.945197032,0.11508192,-10.02395898
34.3,8.699999809,46,22.12373543,23.21917915,-79.78197551,40.45934052,289.1473303,-0.09635108,0.062189311,-0.540929735,0.833213151,-0.279662031,9.28745113,2.402452232,-0.075184509,0.213927329,0.099263579,-1.833298135,-0.006586007,-10.51198981
34.5,8.800000191,48,22.273983,20.30087852,-79.78196526,40.45934427,289.1535044,-0.087276921,0.05633913,-0.540788352,0.834719539,-0.250501957,9.403449822,2.290120004,0.04250722,0.122982815,0.016678482,-1.607052112,0.05451429,-10.2189297
34.6,9.100000381,48,22.21763992,21.96279907,-79.78194436,40.45935192,289.1558313,-0.075477444,0.057353389,-0.541056752,0.835626364,-0.214987063,9.569932849,1.959912948,0.094725229,0.020335367,-0.172830105,-1.41817009,0.204829682,-9.833659004
34.8,9.199999809,48,22.16755867,22.47171402,-79.7819234,40.45935966,289.1450605,-0.067041151,0.057917524,-0.542452216,0.835402131,-0.211700268,9.635825216,1.797667943,0.074815914,0.081946082,-0.170059189,-1.412570065,0.210851053,-9.686031427
35,9.399999619,49,22.24643707,20.85750389,-79.78191293,40.45936341,289.1491861,-0.067398414,0.055094063,-0.543089092,0.83515054,-0.20352473,9.65175893,1.757932077,-0.100444995,-0.000139157,0.062908061,-1.774085429,0.042642277,-9.716018288
35.11,9.5,51,22.33282852,19.05245018,-79.78189163,40.45937116,289.1413698,-0.07151033,0.046010558,-0.542857826,0.835508704,-0.185375226,9.710539169,1.720026356,-0.105424166,0.148595721,0.051239047,-1.633438404,0.066386509,-9.699211051
35.2,9.600000381,50,22.25019264,21.04039383,-79.78188108,40.45937491,289.1446505,-0.07356213,0.043721065,-0.543208301,0.835225642,-0.151491268,9.73425967,1.700508541,0.024273504,-0.047880903,-0.133675814,-1.331966343,0.276208288,-9.699138545
35.4,9.600000381,50,22.18383408,21.6208725,-79.78187015,40.45937861,289.1390009,-0.074781649,0.043256648,-0.542815626,0.835396767,-0.141641702,9.770808035,1.673286828,-0.003870244,-0.138221741,-0.107629038,-1.563652762,0.250804201,-9.446810725
35.6,9.600000381,52,22.24518585,20.85750389,-79.78184857,40.45938617,289.1460276,-0.06869971,0.035464186,-0.541417956,0.837191224,-0.112393668,9.806260756,1.681460702,-0.083826616,0.237031624,-0.269845963,-1.573993563,0.448535089,-9.993707821
35.7,9.600000381,53,22.25269699,21.49364471,-79.78183791,40.45938992,289.1513166,-0.066578612,0.030322937,-0.540537179,0.838133335,-0.07477089,9.806565928,1.59731206,0.012606548,0.233236358,-0.058416415,-1.870714322,0.217247871,-10.08286266
35.9,9.699999809,52,22.32781982,19.49774933,-79.78181627,40.45939743,289.1702223,-0.069905415,0.028820757,-0.54060322,0.837872744,-0.043700966,9.839923882,1.522958074,-0.083273962,0.028872257,-0.123140857,-1.572400343,0.415438898,-9.913976358
36,9.699999809,52,22.31780434,20.21340942,-79.78180561,40.45940118,289.1806688,-0.071287632,0.030961916,-0.541325092,0.837213695,-0.047740322,9.828935754,1.590955249,-0.0046977,-0.016695026,0.099476747,-1.467884433,0.290587815,-9.883133465
36.1,9.699999809,53,22.22014427,20.99268341,-79.78178407,40.45940877,289.2025347,-0.073047809,0.033907507,-0.541863441,0.83659929,-0.089373234,9.817724864,1.663050008,0.029900437,0.077444546,-0.054186076,-1.454291118,0.23210369,-9.798688561
36.3,9.699999809,51,22.34534836,19.13991928,-79.78176243,40.45941644,289.239646,-0.073334791,0.029720496,-0.540895462,0.837359488,-0.07404386,9.839293524,1.651326803,0.032148205,0.141988128,-0.025725232,-1.380360824,0.313423002,-9.559522238
36.4,9.699999809,51,22.20637131,21.77990913,-79.78175175,40.45942021,289.2457933,-0.073487006,0.02841608,-0.540396512,0.83771354,-0.081727727,9.847347074,1.604798125,-0.137436762,-0.020430284,0.181991145,-1.601257521,0.045741151,-9.515475748
36.6,9.699999809,51,22.37539864,19.14787102,-79.7817408,40.45942405,289.2759275,-0.073949441,0.026872728,-0.540483594,0.837667525,-0.068900655,9.85609741,1.599184035,-0.0294536,-0.051544119,0.076141998,-1.598933107,0.094855286,-9.58509796
36.8,9.699999809,55,22.36287689,18.57534409,-79.78171946,40.45943164,289.2855196,-0.07261274,0.024605015,-0.541683853,0.837078691,-0.093338749,9.869616103,1.524215536,0.040754028,0.012856448,-0.193766609,-1.360811681,0.456079605,-9.475173814
36.9,9.699999809,54,22.25645256,20.66666031,-79.78170839,40.45943546,289.3262396,-0.071546674,0.025716629,-0.542248726,0.83677119,-0.117877378,9.877473622,1.509978863,0.012618397,0.102390565,-0.119951665,-1.496039068,0.62309516,-9.373183755
37,9.699999809,54,22.20887566,21.89123344,-79.7816868,40.45944311,289.3668413,-0.071460247,0.028482664,-0.543185949,0.836080909,-0.153069968,9.873307573,1.500538479,0.013369101,0.062799074,-0.219434068,-1.726427405,0.421041079,-9.518307554
37.21,9.699999809,54,22.48933411,17.43028831,-79.78166547,40.45945073,289.3756018,-0.073124781,0.026609916,-0.54279089,0.836255252,-0.156840525,9.870303682,1.561353161,-0.025647651,0.157606989,-0.221443012,-1.348951628,0.597362149,-9.649154792
37.4,9.600000381,54,22.30152702,19.34666634,-79.78165451,40.45945459,289.4076624,-0.075206667,0.025744107,-0.542956173,0.835990369,-0.166394432,9.870350432,1.534631495,-0.026895851,0.094885729,0.159166336,-1.739026547,0.275810878,-9.453898135
37.5,9.600000381,56,22.30778694,19.70449638,-79.78164383,40.45945841,289.4083776,-0.075080164,0.024274409,-0.543204665,0.835884273,-0.16449175,9.882718737,1.535164113,0.028132176,-0.037912078,-0.000278063,-1.383080364,0.182191584,-9.367352911
37.6,9.600000381,56,22.30528259,20.75412941,-79.78162224,40.45946599,289.4397993,-0.073163748,0.015926922,-0.543675959,0.835948527,-0.187285339,9.884389787,1.462808905,-0.096544228,-0.100312911,0.196657941,-1.65084498,0.027148165,-9.554139292
37.8,9.600000381,56,22.24017715,20.11003685,-79.78160069,40.45947363,289.4632654,-0.070407279,0.013488824,-0.543247223,0.836506724,-0.205192898,9.887149767,1.329861484,-0.015212309,0.009977535,-0.055855129,-1.326188271,0.419654083,-9.643956617
37.9,9.600000381,59,22.34785271,18.81389618,-79.78159008,40.45947748,289.4613523,-0.068065636,0.015850602,-0.543196559,0.836691976,-0.210875019,9.861346615,1.307260089,0.056225795,0.155313,0.036180694,-1.518340203,0.497456184,-9.604317173
38.1,9.600000381,60,22.39417839,18.6866684,-79.78157912,40.45948127,289.4873934,-0.065886177,0.020599464,-0.54376328,0.836394846,-0.224160061,9.865803759,1.285302786,0.133740425,-0.053608764,0.021524988,-1.392654741,0.140648587,-9.496982174
38.3,9.5,60,22.34660149,19.27510071,-79.78155798,40.45948898,289.4749803,-0.062928475,0.021290876,-0.545910299,0.835205734,-0.27851315,9.845993745,1.237357382,0.008588799,0.224165469,-0.194653943,-1.258708771,0.536353982,-9.581119514
38.4,9.5,60,22.33658409,20.45196342,-79.78154707,40.45949274,289.5007734,-0.062728457,0.021150149,-0.546846986,0.834611416,-0.308128078,9.842871788,1.225924778,-0.021689229,-0.106006533,0.138296753,-1.318659689,0.060045843,-9.687577431
38.5,9.399999619,63,22.40043831,17.77221489,-79.78152583,40.45950028,289.4989996,-0.062594935,0.023481626,-0.54774648,0.833969057,-0.344423062,9.807396497,1.190062822,-0.015252351,-0.166171402,0.250104398,-1.42015902,-0.005727421,-9.34256364
38.7,9.300000191,61,22.25770569,20.8177433,-79.78150482,40.45950796,289.4733286,-0.062585227,0.026688699,-0.549121618,0.832968473,-0.37825018,9.795234025,1.167498292,0.054788057,-0.026947815,-0.098113097,-1.5211628,0.27421848,-9.443310581
38.8,9.199999809,62,22.29151154,20.57919121,-79.78149412,40.4595119,289.4835253,-0.054574687,0.024191691,-0.550461829,0.832723379,-0.42280555,9.758730459,1.216940725,0.052847181,0.309458196,-0.11776308,-1.806849278,0.283923872,-9.746900942
39,9.100000381,62,22.32281303,20.08618164,-79.78148371,40.45951573,289.4743757,-0.029242955,0.010751847,-0.551676035,0.833476424,-0.448045913,9.692326192,1.073849609,0.08004,0.649064541,-0.009973119,-1.79002333,0.196189708,-9.9037449
39.2,8.800000191,67,22.3528614,18.32088661,-79.78146285,40.45952327,289.4521475,0.037552401,-0.029656768,-0.551484346,0.832811832,-0.466301066,9.489625679,-0.219193207,0.103905417,0.753300846,-0.050832734,-1.110023652,0.176889968,-10.02809062
39.3,8.699999809,87,22.28775406,20.54738426,-79.78144273,40.45953058,289.4350843,0.086580984,-0.058145508,-0.548315704,0.82974267,-0.437938657,8.904466616,-1.493962223,-0.072793283,0.330489784,0.093696408,-0.740547304,0.08942156,-10.15618206
39.4,8.399999619,87,22.34660149,19.27510071,-79.78143329,40.45953407,289.4300566,0.095522158,-0.065620638,-0.547915161,0.828467548,-0.419891436,8.533996801,-1.871666034,0.036710352,0.185069516,-0.091076165,-0.541564655,0.106914438,-10.14054661
39.6,8.300000191,87,22.40043831,16.93727875,-79.78142394,40.45953748,289.4220743,0.096228689,-0.067735441,-0.548039436,0.828133345,-0.428706479,8.214471988,-2.038941523,-0.048218623,-0.062338151,0.04336362,-1.066967753,0.05659372,-9.907487118
39.8,7.900000095,113,22.39292717,18.55148888,-79.78140661,40.45954391,289.3976908,0.092721187,-0.065131865,-0.546915352,0.829484344,-0.409187968,7.604626901,-1.984288823,0.001091926,0.008005176,0.066267379,-0.836639131,0.124742818,-9.554195425
39.9,7.599999905,111,22.21889114,21.00063515,-79.78139809,40.45954687,289.3825006,0.094497271,-0.067658164,-0.545640171,0.829921424,-0.3582384,7.343604926,-1.994865486,-0.043890949,0.036572907,0.014654481,-0.810893402,-0.003306363,-9.351463687
40,7.099999905,110,22.27147865,21.83557129,-79.7813823,40.45955245,289.3189211,0.111696623,-0.086174279,-0.541833758,0.828561485,-0.293014314,6.681654544,-2.169750993,0.015721865,0.427336693,-0.030487759,-0.570393621,0.345844753,-9.600724643
40.2,6.900000095,109,22.14627266,22.49556923,-79.78136812,40.45955768,289.2236032,0.129279003,-0.103897072,-0.537557364,0.826755404,-0.274024832,5.861857648,-2.4091641,-0.157690763,0.144282684,0.098654509,-0.522554846,0.133000822,-10.11328221
40.3,6.400000095,114,22.01981544,25.49338722,-79.78136124,40.45955984,289.1876039,0.129588187,-0.11360164,-0.536254704,0.826276362,-0.240414006,5.492418106,-2.400270189,-0.11336118,0.003111543,-0.089477181,-0.320876703,0.346489116,-10.4491533
40.5,6.099999905,114,22.03984833,23.09195137,-79.78135511,40.45956212,289.1393232,0.127511203,-0.120276548,-0.536462963,0.825519204,-0.276863929,5.108340929,-2.311853073,-0.112664096,0.013674812,-0.05393637,-0.023744081,0.42272113,-10.69358094
40.7,5.5,110,21.70179558,30.42348671,-79.78134368,40.45956602,289.0631685,0.119830661,-0.116502821,-0.539094627,0.825496674,-0.327129089,4.447389941,-2.006424458,-0.03110515,-0.035669044,0.014700528,-0.184569409,0.462550097,-10.65834913
40.81,5.199999809,108,21.61039543,31.5287838,-79.78133378,40.45956928,288.9961977,0.116244681,-0.113563985,-0.542754114,0.82401973,-0.366201119,3.847876795,-1.51788617,0.055764668,-0.01539911,0.007848809,-0.223313078,0.382188268,-11.50495579
40.9,4.599999905,99,21.61039543,30.95625496,-79.78132966,40.45957096,288.9802236,0.115073733,-0.111944295,-0.544790089,0.823061585,-0.402712631,3.546277017,-1.237914787,-0.027142137,0.031585593,0.052763328,0.046013549,0.357784438,-11.89978084
41.1,4.300000191,94,21.74937248,29.10349274,-79.78132561,40.4595719,288.9527388,0.115096137,-0.110244855,-0.544904649,0.823211968,-0.384417291,3.258142401,-1.00763715,0.038915701,-0.017546041,0.090369903,-0.060396448,0.212335789,-11.77339678
41.3,3.799999952,84,21.6191597,30.26445198,-79.78131933,40.4595747,288.9830503,0.121605851,-0.109166503,-0.544889688,0.82242924,-0.43126997,2.662757511,-0.56815951,-0.003756152,0.13379316,-0.02647735,0.095204091,0.373408308,-11.51880784
41.4,3.5,78,21.81573105,27.52108955,-79.78131661,40.45957515,288.9709368,0.124969237,-0.110653684,-0.542302668,0.823435724,-0.389649123,2.356484759,-0.397018435,0.048812319,0.008154697,0.059512388,0.154397027,0.128331711,-11.56574227
41.5,3.200000048,66,21.75813675,29.39770889,-79.7813126,40.45957654,289.0168619,0.128531381,-0.120231383,-0.537218809,0.824875832,-0.377432217,1.730237825,-0.064637375,-0.095400847,0.215936586,-0.079400748,0.272989487,0.350702729,-11.26203205
41.71,3.099999905,58,21.63919258,29.90662193,-79.78131013,40.45957813,289.1296034,0.148939431,-0.106699429,-0.531388521,0.827078283,-0.356084882,1.147913725,0.24148841,0.330496073,-0.208018541,0.075818472,0.616095166,0.189870805,-10.95692083
41.8,2.900000095,41,21.7606411,28.81722832,-79.78130925,40.45957789,289.1156244,0.146982625,-0.095601432,-0.529185593,0.830192268,-0.314334088,0.830047964,0.351812586,-0.004430532,-0.218707457,0.025204841,0.394033411,0.011788772,-10.90394739
42,2.900000095,32,22.37790298,18.49582672,-79.78130889,40.45957833,289.1799574,0.139981151,-0.098208435,-0.529257476,0.831051826,-0.30852344,0.527093419,0.511900481,-0.1953381,-0.045143258,-0.019999569,0.351627101,0.049936144,-10.74448096
42.2,2.900000095,20,22.30904007,18.23341751,-79.78130828,40.4595778,289.1855001,0.045937698,-0.060814451,-0.550195813,0.831550419,-0.195233027,0.252624232,0.407157691,-0.238233939,-1.92228508,0.564671159,1.337953307,0.53059696,-9.00450219
42.3,3,3,22.22389984,21.4459343,-79.78130945,40.45957686,289.1645346,-0.022997964,-0.018138733,-0.62280935,0.781825125,-0.085134106,-0.101044373,0.324598721,0.394067943,0.005004836,1.221776128,-0.217468146,0.652074911,-9.187057525
42.4,3.299999952,348,22.20011139,20.48377037,-79.78130959,40.45957694,289.1929083,-0.001290475,-0.014461123,-0.668768406,0.743329048,-0.103733807,-0.079336302,0.254421619,0.294390887,0.360793173,1.243304372,0.183567927,0.226957209,-9.113966745
42.6,3.400000095,341,22.15503693,21.22328377,-79.78131055,40.45957625,289.2918482,0.026610469,-0.035433613,-0.76258105,0.645373166,-0.073766637,-0.082572645,0.127278827,-0.100319833,0.206523135,1.527548909,0.452482069,-0.189267683,-8.968409666
42.8,3.700000048,315,22.17882538,20.13389206,-79.78131064,40.45957632,289.3008318,0.030279692,-0.046775389,-0.808416128,0.585968196,-0.069645123,-0.091673839,0.069641832,-0.199959531,0.249863297,1.428071618,0.875326356,-0.024239308,-9.176935995
42.9,3.799999952,331,22.21889114,20.91316605,-79.78131159,40.45957547,289.378705,0.031385217,-0.052757736,-0.850878596,0.521763682,-0.012755768,-0.142821355,0.061924881,-0.13670224,0.040029518,1.675870419,0.842805093,-0.115133558,-9.20511782
43.1,4.099999905,319,21.99477386,23.49749184,-79.78131266,40.45957455,289.4878931,0.03311589,-0.054945309,-0.922612369,0.380356431,0.061244387,-0.224825253,0.047875204,-0.070119582,0.012528059,1.560270548,0.642281995,-0.049299173,-9.366687498
43.2,4.199999809,312,21.99352264,25.27868843,-79.78131294,40.45957465,289.4892092,0.038362607,-0.052398048,-0.950125813,0.305031031,0.079211372,-0.271524654,0.04554633,-0.002462521,-0.003161333,1.632206082,0.784368458,-0.320482308,-9.69093958
43.3,4.300000191,332,21.89335823,26.55892563,-79.78131414,40.45957382,289.6061506,0.043938734,-0.043947682,-0.986971557,0.148409218,0.195213021,-0.312655355,0.189955477,-0.069046579,-0.086850598,1.735948563,0.414862765,-0.818587168,-10.12815636
43.5,4.400000095,350,22.08116722,23.15556526,-79.78131453,40.45957404,289.6236353,0.042239964,-0.039898265,-0.995995581,0.067946702,0.228306066,-0.335865911,0.254787855,-0.132845089,0.028061096,1.611549377,0.372533966,-0.635064849,-10.3745592
43.7,4.5,336,22.00854683,24.7061615,-79.78131574,40.4595739,289.7104692,-0.040340319,0.031984914,0.994957387,0.086078361,0.347540233,-0.302784873,0.313721529,-0.109171107,0.016322704,1.476294756,0.156929913,-0.858167702,-9.806438461
43.81,4.5,328,22.18383408,21.01653862,-79.78131618,40.45957422,289.7358808,-0.040971294,0.028854104,0.987848461,0.147120267,0.395693166,-0.281364963,0.300083211,-0.041650075,0.034581337,1.073089957,0.207836832,-0.924875442,-9.756571652
43.9,4.5,339,22.12874413,28.18903923,-79.78131701,40.45957441,289.7964125,-0.030407663,0.020774515,0.97369796,0.224846795,0.424323129,-0.232029111,0.288734441,-0.017351428,0.069190361,0.397559285,0.020555569,-0.614638844,-9.638163196
44.1,4.5,339,21.82574844,25.85916901,-79.78131836,40.45957477,289.8538465,-0.116927087,-0.053410973,0.959203422,0.251801968,0.593123485,0.007803477,0.243114685,0.582801759,-1.154190898,-0.097786337,0.1713014,-0.796309349,-9.645057648
44.3,4.5,324,21.77942276,27.32229424,-79.78131907,40.45957498,289.8744707,-0.137016088,-0.098103464,0.953754306,0.248908043,0.601430236,0.118717981,0.401288325,-0.307492942,-0.710150421,-0.195415869,-0.532795147,-1.226236844,-10.2958545
44.4,4.5,319,21.92591286,24.73001671,-79.78132019,40.45957476,289.9046297,-0.114552364,-0.11873021,0.956591427,0.240236863,0.6522477,0.272994443,0.624745724,-0.742231131,-0.143432498,-0.035625122,-1.015354672,-1.399839946,-11.05838639
44.6,4.599999905,341,22.11497116,20.65870857,-79.78132279,40.45957441,289.9798174,-0.048853479,-0.112913705,0.968241096,0.217653468,0.80402778,0.680046953,0.760657575,-0.441460907,0.199739367,-0.154504359,-0.269376346,-0.561747855,-10.42367581
44.7,4.699999809,325,22.08617401,21.8594265,-79.7813242,40.45957398,290.0266848,-0.034596022,-0.108898647,0.971272469,0.208744183,0.823442403,0.904848541,0.733561833,-0.239896506,0.038738608,-0.061729409,0.036341861,-0.616855377,-10.12453225
44.8,4.800000191,318,22.00228691,24.06206703,-79.78132745,40.45957263,290.1013136,-0.032540154,-0.111582577,0.97304821,0.199167445,0.790503392,1.270853115,0.698140873,0.074329391,-0.159258455,-0.057567723,-0.405955591,-0.872767103,-9.760042559
45,4.900000095,314,22.00354004,24.12568283,-79.78132899,40.45957166,290.1388845,-0.03508966,-0.11654193,0.972781003,0.197190076,0.732222226,1.470033277,0.740042894,-0.045925491,-0.078838006,0.123107061,-0.076587324,-0.794643039,-9.857575285
45.1,5.099999905,303,22.11497116,21.47774124,-79.78133233,40.4595693,290.2085447,-0.043104727,-0.118226334,0.971842051,0.199217767,0.649900399,1.813810079,0.809141813,0.109131068,-0.087248288,-0.013162423,-0.532529172,-0.853311735,-9.829308676
45.3,5.199999809,302,22.05487251,22.8374939,-79.78133398,40.45956781,290.239728,-0.049299084,-0.120450892,0.970660508,0.202186614,0.595893262,2.017164247,0.849084331,0.037662819,-0.1048977,-0.003400134,-0.71643938,-0.728316025,-9.716815848
45.5,5.400000095,297,21.91714859,26.0977211,-79.78133751,40.45956428,290.3220129,-0.058331404,-0.129154772,0.967603683,0.20894888,0.517119046,2.391971369,0.996741433,0.074403964,0.030027734,-0.156376988,-0.393264685,-0.605060959,-9.929710046
45.6,5.5,295,22.04610825,22.55918312,-79.78133934,40.45956206,290.3717089,-0.060352307,-0.132647678,0.966317236,0.212115958,0.459218122,2.57256985,1.108135516,0.056951918,-0.098861322,0.222966552,-0.714081856,-0.944699696,-10.01616581
45.7,5.599999905,302,22.20011139,18.71847534,-79.78134332,40.45955748,290.4432325,-0.058471374,-0.139353558,0.964769244,0.215364963,0.384170142,3.011168135,1.29844318,-0.140923873,-0.195026636,0.08492554,-0.609793549,-0.742335675,-9.980282614
45.9,5.699999809,303,22.09994698,23.03628922,-79.78134528,40.45955465,290.4843874,-0.061792564,-0.142332375,0.963778734,0.21691893,0.346022611,3.215973057,1.318683255,0.115110673,-0.101899102,0.004161421,-0.233767059,-0.69933759,-9.548435333
46.1,6,298,22.10871124,22.3603878,-79.7813496,40.45954874,290.5604925,-0.06892056,-0.146553591,0.961955488,0.220031455,0.26217703,3.625007119,1.428460023,0.019455863,-0.106890686,-0.030524386,-0.604756867,-0.810114187,-9.704750703
46.2,6.099999905,297,22.12373543,21.50159645,-79.78135197,40.45954562,290.5807218,-0.067585394,-0.147560284,0.961453736,0.221957222,0.235964916,3.851607808,1.478961582,-0.006659826,-0.137682438,0.042564668,-0.646062585,-0.805647134,-9.645634768
46.3,6.300000191,298,21.98100281,23.32255363,-79.78135682,40.45953833,290.6350355,-0.069926009,-0.147415891,0.960161984,0.22686556,0.154580496,4.276907145,1.61230167,0.03585922,-0.0513331,-0.007530293,-0.814567426,-0.723149426,-9.85311386
46.51,6.400000095,297,22.17006111,20.47581863,-79.78136214,40.45953041,290.6749105,-0.072132632,-0.140398324,0.960239828,0.230271012,0.080522963,4.714793793,1.663381405,-0.084166817,0.02997696,0.017264666,-0.718394689,-0.597478947,-9.639153714
46.6,6.699999809,294,22.13375282,22.47966576,-79.781365,40.45952637,290.6839533,-0.068903945,-0.141915545,0.959932566,0.231607154,0.056830252,4.938800242,1.645267444,-0.061307948,-0.041989367,-0.096987806,-0.829767848,-0.745044763,-9.506852859
46.8,6.800000191,292,22.10245132,21.49364471,-79.78136797,40.45952216,290.6894274,-0.063807257,-0.14670673,0.959376037,0.232386529,0.042452296,5.133509809,1.699699185,-0.090184957,-0.010606511,0.077074111,-1.258463188,-0.642337032,-9.52347123
47,7.099999905,290,22.00854683,23.95869446,-79.78137402,40.4595128,290.7138185,-0.067556366,-0.145536855,0.958267629,0.236597538,-0.003070182,5.511449515,1.813211182,0.089363083,-0.062838316,0.044359546,-0.84577884,-0.622382677,-9.545862558
47.11,7.400000095,288,22.12498856,22.1854496,-79.78138049,40.45950274,290.7295923,-0.069315195,-0.149038061,0.956540883,0.240858331,-0.105776903,5.90629343,1.95260201,-0.125935033,-0.059613526,0.089923337,-0.754294766,-0.54598325,-9.891540592
47.31,7.5,288,22.03609276,22.46376038,-79.78138737,40.45949194,290.7309809,-0.067784406,-0.158822328,0.954887867,0.241598681,-0.180690856,6.276028007,2.160583212,-0.062166855,-0.035059374,0.020535985,-1.210703496,-0.4281563,-9.896984349
47.5,7.900000095,285,21.96222115,24.63459587,-79.78139103,40.45948655,290.7302675,-0.068314955,-0.16206111,0.954425454,0.241125301,-0.184494929,6.455413849,2.275485475,-0.033391375,0.045677505,-0.104544684,-1.210004827,-0.373876377,-9.789714839
